Segment,Product,Date,Quantity,Unique Purchases,Avg. Price,Product Revenue,Avg. QTY,Redistributed Price,Days since Day 1
Z,Product B,06/06/2016,0,0,#DIV/0!,0,0,N/A,188
Y,Product B ,06/06/2016,0,0,#DIV/0!,0,0,N/A,188
W,Product A,07/06/2016,23,23,577.64,13285.75,1,577.64,189
X,Product A,07/06/2016,20,20,576.83,11536.69,1,576.83,189
Y,Product A,07/06/2016,0,0,#DIV/0!,0,0,N/A,189
Z,Product A,07/06/2016,0,0,#DIV/0!,0,0,N/A,189
W,Product B,07/06/2016,0,0,#DIV/0!,0,0,N/A,189
X,Product B,07/06/2016,0,0,#DIV/0!,0,0,N/A,189
Z,Product B,07/06/2016,0,0,#DIV/0!,0,0,N/A,189
Y,Product B ,07/06/2016,0,0,#DIV/0!,0,0,N/A,189
W,Product A,08/06/2016,9,9,560.35,5043.12,1,560.35,190
X,Product A,08/06/2016,9,9,560.35,5043.12,1,560.35,190
Y,Product A,08/06/2016,0,0,#DIV/0!,0,0,N/A,190
Z,Product A,08/06/2016,0,0,#DIV/0!,0,0,N/A,190
W,Product B,08/06/2016,0,0,#DIV/0!,0,0,N/A,190
X,Product B,08/06/2016,0,0,#DIV/0!,0,0,N/A,190
Z,Product B,08/06/2016,0,0,#DIV/0!,0,0,N/A,190
Y,Product B ,08/06/2016,0,0,#DIV/0!,0,0,N/A,190
W,Product A,09/06/2016,4,4,788.42,3153.68,1,788.42,191
X,Product A,09/06/2016,4,4,788.42,3153.68,1,788.42,191
Y,Product A,09/06/2016,0,0,#DIV/0!,0,0,N/A,191
Z,Product A,09/06/2016,0,0,#DIV/0!,0,0,N/A,191
W,Product B,09/06/2016,0,0,#DIV/0!,0,0,N/A,191
X,Product B,09/06/2016,0,0,#DIV/0!,0,0,N/A,191
Z,Product B,09/06/2016,0,0,#DIV/0!,0,0,N/A,191
Y,Product B ,09/06/2016,0,0,#DIV/0!,0,0,N/A,191
W,Product A,10/06/2016,2,2,662.14,1324.28,1,662.14,192
X,Product A,10/06/2016,2,2,662.14,1324.28,1,662.14,192
Y,Product A,10/06/2016,0,0,#DIV/0!,0,0,N/A,192
Z,Product A,10/06/2016,0,0,#DIV/0!,0,0,N/A,192
W,Product B,10/06/2016,0,0,#DIV/0!,0,0,N/A,192
X,Product B,10/06/2016,0,0,#DIV/0!,0,0,N/A,192
Z,Product B,10/06/2016,0,0,#DIV/0!,0,0,N/A,192
Y,Product B ,10/06/2016,0,0,#DIV/0!,0,0,N/A,192
W,Product A,11/06/2016,0,0,#DIV/0!,0,0,N/A,193
X,Product A,11/06/2016,0,0,#DIV/0!,0,0,N/A,193
Y,Product A,11/06/2016,0,0,#DIV/0!,0,0,N/A,193
Z,Product A,11/06/2016,0,0,#DIV/0!,0,0,N/A,193
W,Product B,11/06/2016,0,0,#DIV/0!,0,0,N/A,193
X,Product B,11/06/2016,0,0,#DIV/0!,0,0,N/A,193
Z,Product B,11/06/2016,0,0,#DIV/0!,0,0,N/A,193
Y,Product B ,11/06/2016,0,0,#DIV/0!,0,0,N/A,193
W,Product A,12/06/2016,6,6,733.95,4403.7,1,733.95,194
X,Product A,12/06/2016,5,5,754.66,3773.28,1,754.66,194
Y,Product A,12/06/2016,0,0,#DIV/0!,0,0,N/A,194
Z,Product A,12/06/2016,0,0,#DIV/0!,0,0,N/A,194
W,Product B,12/06/2016,0,0,#DIV/0!,0,0,N/A,194
X,Product B,12/06/2016,0,0,#DIV/0!,0,0,N/A,194
Z,Product B,12/06/2016,0,0,#DIV/0!,0,0,N/A,194
Y,Product B ,12/06/2016,0,0,#DIV/0!,0,0,N/A,194
W,Product A,13/06/2016,11,11,638.17,7019.86,1,638.17,195
X,Product A,13/06/2016,11,11,638.17,7019.86,1,638.17,195
Y,Product A,13/06/2016,0,0,#DIV/0!,0,0,N/A,195
Z,Product A,13/06/2016,0,0,#DIV/0!,0,0,N/A,195
W,Product B,13/06/2016,0,0,#DIV/0!,0,0,N/A,195
X,Product B,13/06/2016,0,0,#DIV/0!,0,0,N/A,195
Z,Product B,13/06/2016,0,0,#DIV/0!,0,0,N/A,195
Y,Product B ,13/06/2016,0,0,#DIV/0!,0,0,N/A,195
W,Product A,14/06/2016,16,16,602.17,9634.76,1,602.17,196
X,Product A,14/06/2016,13,13,591.44,7688.75,1,591.44,196
Y,Product A,14/06/2016,0,0,#DIV/0!,0,0,N/A,196
Z,Product A,14/06/2016,0,0,#DIV/0!,0,0,N/A,196
W,Product B,14/06/2016,0,0,#DIV/0!,0,0,N/A,196
X,Product B,14/06/2016,0,0,#DIV/0!,0,0,N/A,196
Z,Product B,14/06/2016,0,0,#DIV/0!,0,0,N/A,196
Y,Product B ,14/06/2016,0,0,#DIV/0!,0,0,N/A,196
W,Product A,15/06/2016,7,7,689.15,4824.06,1,689.15,197
X,Product A,15/06/2016,7,7,689.15,4824.06,1,689.15,197
Y,Product A,15/06/2016,0,0,#DIV/0!,0,0,N/A,197
Z,Product A,15/06/2016,0,0,#DIV/0!,0,0,N/A,197
W,Product B,15/06/2016,0,0,#DIV/0!,0,0,N/A,197
X,Product B,15/06/2016,0,0,#DIV/0!,0,0,N/A,197
Z,Product B,15/06/2016,0,0,#DIV/0!,0,0,N/A,197
Y,Product B ,15/06/2016,0,0,#DIV/0!,0,0,N/A,197
W,Product A,16/06/2016,8,8,644.25,5153.96,1,644.25,198
X,Product A,16/06/2016,6,6,583.02,3498.12,1,583.02,198
Y,Product A,16/06/2016,0,0,#DIV/0!,0,0,N/A,198
Z,Product A,16/06/2016,0,0,#DIV/0!,0,0,N/A,198
W,Product B,16/06/2016,0,0,#DIV/0!,0,0,N/A,198
X,Product B,16/06/2016,0,0,#DIV/0!,0,0,N/A,198
Z,Product B,16/06/2016,0,0,#DIV/0!,0,0,N/A,198
Y,Product B ,16/06/2016,0,0,#DIV/0!,0,0,N/A,198
W,Product A,17/06/2016,5,5,647.69,3238.45,1,647.69,199
X,Product A,17/06/2016,5,5,647.69,3238.45,1,647.69,199
Y,Product A,17/06/2016,0,0,#DIV/0!,0,0,N/A,199
Z,Product A,17/06/2016,0,0,#DIV/0!,0,0,N/A,199
W,Product B,17/06/2016,0,0,#DIV/0!,0,0,N/A,199
X,Product B,17/06/2016,0,0,#DIV/0!,0,0,N/A,199
Z,Product B,17/06/2016,0,0,#DIV/0!,0,0,N/A,199
Y,Product B ,17/06/2016,0,0,#DIV/0!,0,0,N/A,199
W,Product A,18/06/2016,7,7,627,4389,1,627,200
X,Product A,18/06/2016,6,6,634.33,3805.98,1,634.33,200
Y,Product A,18/06/2016,0,0,#DIV/0!,0,0,N/A,200
Z,Product A,18/06/2016,0,0,#DIV/0!,0,0,N/A,200
W,Product B,18/06/2016,0,0,#DIV/0!,0,0,N/A,200
X,Product B,18/06/2016,0,0,#DIV/0!,0,0,N/A,200
Z,Product B,18/06/2016,0,0,#DIV/0!,0,0,N/A,200
Y,Product B ,18/06/2016,0,0,#DIV/0!,0,0,N/A,200
W,Product A,19/06/2016,12,12,665.79,7989.43,1,665.79,201
X,Product A,19/06/2016,10,10,662.64,6626.44,1,662.64,201
Y,Product A,19/06/2016,0,0,#DIV/0!,0,0,N/A,201
Z,Product A,19/06/2016,0,0,#DIV/0!,0,0,N/A,201
W,Product B,19/06/2016,0,0,#DIV/0!,0,0,N/A,201
X,Product B,19/06/2016,0,0,#DIV/0!,0,0,N/A,201
Z,Product B,19/06/2016,0,0,#DIV/0!,0,0,N/A,201
Y,Product B ,19/06/2016,0,0,#DIV/0!,0,0,N/A,201
W,Product A,20/06/2016,4,4,638.32,2553.28,1,638.32,202
X,Product A,20/06/2016,3,3,667.29,2001.86,1,667.29,202
Y,Product A,20/06/2016,0,0,#DIV/0!,0,0,N/A,202
Z,Product A,20/06/2016,0,0,#DIV/0!,0,0,N/A,202
W,Product B,20/06/2016,0,0,#DIV/0!,0,0,N/A,202
X,Product B,20/06/2016,0,0,#DIV/0!,0,0,N/A,202
Z,Product B,20/06/2016,0,0,#DIV/0!,0,0,N/A,202
Y,Product B ,20/06/2016,0,0,#DIV/0!,0,0,N/A,202
W,Product A,21/06/2016,13,13,574.87,7473.32,1,574.87,203
X,Product A,21/06/2016,10,10,566.48,5664.77,1,566.48,203
Y,Product A,21/06/2016,0,0,#DIV/0!,0,0,N/A,203
Z,Product A,21/06/2016,0,0,#DIV/0!,0,0,N/A,203
W,Product B,21/06/2016,0,0,#DIV/0!,0,0,N/A,203
X,Product B,21/06/2016,0,0,#DIV/0!,0,0,N/A,203
Z,Product B,21/06/2016,0,0,#DIV/0!,0,0,N/A,203
Y,Product B ,21/06/2016,0,0,#DIV/0!,0,0,N/A,203
W,Product A,22/06/2016,5,5,646.22,3231.1,1,646.22,204
X,Product A,22/06/2016,4,4,610.67,2442.68,1,610.67,204
Y,Product A,22/06/2016,0,0,#DIV/0!,0,0,N/A,204
Z,Product A,22/06/2016,0,0,#DIV/0!,0,0,N/A,204
W,Product B,22/06/2016,0,0,#DIV/0!,0,0,N/A,204
X,Product B,22/06/2016,0,0,#DIV/0!,0,0,N/A,204
Z,Product B,22/06/2016,0,0,#DIV/0!,0,0,N/A,204
Y,Product B ,22/06/2016,0,0,#DIV/0!,0,0,N/A,204
W,Product A,23/06/2016,8,8,564.32,4514.53,1,564.32,205
X,Product A,23/06/2016,7,7,566.16,3963.11,1,566.16,205
Y,Product A,23/06/2016,0,0,#DIV/0!,0,0,N/A,205
Z,Product A,23/06/2016,0,0,#DIV/0!,0,0,N/A,205
W,Product B,23/06/2016,0,0,#DIV/0!,0,0,N/A,205
X,Product B,23/06/2016,0,0,#DIV/0!,0,0,N/A,205
Z,Product B,23/06/2016,0,0,#DIV/0!,0,0,N/A,205
Y,Product B ,23/06/2016,0,0,#DIV/0!,0,0,N/A,205
W,Product A,24/06/2016,9,9,620.82,5587.35,1,620.82,206
X,Product A,24/06/2016,8,8,629.49,5035.93,1,629.49,206
Y,Product A,24/06/2016,0,0,#DIV/0!,0,0,N/A,206
Z,Product A,24/06/2016,0,0,#DIV/0!,0,0,N/A,206
W,Product B,24/06/2016,0,0,#DIV/0!,0,0,N/A,206
X,Product B,24/06/2016,0,0,#DIV/0!,0,0,N/A,206
Z,Product B,24/06/2016,0,0,#DIV/0!,0,0,N/A,206
Y,Product B ,24/06/2016,0,0,#DIV/0!,0,0,N/A,206
W,Product A,25/06/2016,13,13,556.69,7236.95,1,556.69,207
X,Product A,25/06/2016,11,11,557.65,6134.11,1,557.65,207
Y,Product A,25/06/2016,0,0,#DIV/0!,0,0,N/A,207
Z,Product A,25/06/2016,0,0,#DIV/0!,0,0,N/A,207
W,Product B,25/06/2016,0,0,#DIV/0!,0,0,N/A,207
X,Product B,25/06/2016,0,0,#DIV/0!,0,0,N/A,207
Z,Product B,25/06/2016,0,0,#DIV/0!,0,0,N/A,207
Y,Product B ,25/06/2016,0,0,#DIV/0!,0,0,N/A,207
W,Product A,26/06/2016,16,16,577.66,9242.61,1,577.66,208
X,Product A,26/06/2016,15,15,571.5,8572.45,1,571.5,208
Y,Product A,26/06/2016,0,0,#DIV/0!,0,0,N/A,208
Z,Product A,26/06/2016,0,0,#DIV/0!,0,0,N/A,208
W,Product B,26/06/2016,0,0,#DIV/0!,0,0,N/A,208
X,Product B,26/06/2016,0,0,#DIV/0!,0,0,N/A,208
Z,Product B,26/06/2016,0,0,#DIV/0!,0,0,N/A,208
Y,Product B ,26/06/2016,0,0,#DIV/0!,0,0,N/A,208
W,Product A,27/06/2016,25,25,544.36,13608.94,1,544.36,209
X,Product A,27/06/2016,21,21,543.01,11403.26,1,543.01,209
Y,Product A,27/06/2016,0,0,#DIV/0!,0,0,N/A,209
Z,Product A,27/06/2016,0,0,#DIV/0!,0,0,N/A,209
W,Product B,27/06/2016,0,0,#DIV/0!,0,0,N/A,209
X,Product B,27/06/2016,0,0,#DIV/0!,0,0,N/A,209
Z,Product B,27/06/2016,0,0,#DIV/0!,0,0,N/A,209
Y,Product B ,27/06/2016,0,0,#DIV/0!,0,0,N/A,209
W,Product A,28/06/2016,22,22,569.04,12518.81,1,569.04,210
X,Product A,28/06/2016,21,21,558.59,11730.39,1,558.59,210
Y,Product A,28/06/2016,0,0,#DIV/0!,0,0,N/A,210
Z,Product A,28/06/2016,0,0,#DIV/0!,0,0,N/A,210
W,Product B,28/06/2016,0,0,#DIV/0!,0,0,N/A,210
X,Product B,28/06/2016,0,0,#DIV/0!,0,0,N/A,210
Z,Product B,28/06/2016,0,0,#DIV/0!,0,0,N/A,210
Y,Product B ,28/06/2016,0,0,#DIV/0!,0,0,N/A,210
W,Product A,29/06/2016,18,18,554.8,9986.31,1,554.8,211
X,Product A,29/06/2016,14,14,550.36,7705.03,1,550.36,211
Y,Product A,29/06/2016,0,0,#DIV/0!,0,0,N/A,211
Z,Product A,29/06/2016,0,0,#DIV/0!,0,0,N/A,211
W,Product B,29/06/2016,0,0,#DIV/0!,0,0,N/A,211
X,Product B,29/06/2016,0,0,#DIV/0!,0,0,N/A,211
Z,Product B,29/06/2016,0,0,#DIV/0!,0,0,N/A,211
Y,Product B ,29/06/2016,0,0,#DIV/0!,0,0,N/A,211
W,Product A,30/06/2016,24,24,570.78,13698.74,1,570.78,212
X,Product A,30/06/2016,22,22,576.3,12678.62,1,576.3,212
Y,Product A,30/06/2016,0,0,#DIV/0!,0,0,N/A,212
Z,Product A,30/06/2016,0,0,#DIV/0!,0,0,N/A,212
W,Product B,30/06/2016,0,0,#DIV/0!,0,0,N/A,212
X,Product B,30/06/2016,0,0,#DIV/0!,0,0,N/A,212
Z,Product B,30/06/2016,0,0,#DIV/0!,0,0,N/A,212
Y,Product B ,30/06/2016,0,0,#DIV/0!,0,0,N/A,212
W,Product A,01/07/2016,14,14,584.75,8186.45,1,584.75,213
X,Product A,01/07/2016,13,13,587.31,7635.03,1,587.31,213
Y,Product A,01/07/2016,0,0,#DIV/0!,0,0,N/A,213
Z,Product A,01/07/2016,0,0,#DIV/0!,0,0,N/A,213
W,Product B,01/07/2016,0,0,#DIV/0!,0,0,N/A,213
X,Product B,01/07/2016,0,0,#DIV/0!,0,0,N/A,213
Z,Product B,01/07/2016,0,0,#DIV/0!,0,0,N/A,213
Y,Product B ,01/07/2016,0,0,#DIV/0!,0,0,N/A,213
W,Product A,02/07/2016,11,11,521.34,5734.77,1,521.34,214
X,Product A,02/07/2016,11,11,521.34,5734.77,1,521.34,214
Y,Product A,02/07/2016,0,0,#DIV/0!,0,0,N/A,214
Z,Product A,02/07/2016,0,0,#DIV/0!,0,0,N/A,214
W,Product B,02/07/2016,0,0,#DIV/0!,0,0,N/A,214
X,Product B,02/07/2016,0,0,#DIV/0!,0,0,N/A,214
Z,Product B,02/07/2016,0,0,#DIV/0!,0,0,N/A,214
Y,Product B ,02/07/2016,0,0,#DIV/0!,0,0,N/A,214
W,Product A,03/07/2016,18,18,564.38,10158.85,1,564.38,215
X,Product A,03/07/2016,17,17,565.14,9607.43,1,565.14,215
Y,Product A,03/07/2016,0,0,#DIV/0!,0,0,N/A,215
Z,Product A,03/07/2016,0,0,#DIV/0!,0,0,N/A,215
W,Product B,03/07/2016,0,0,#DIV/0!,0,0,N/A,215
X,Product B,03/07/2016,0,0,#DIV/0!,0,0,N/A,215
Z,Product B,03/07/2016,0,0,#DIV/0!,0,0,N/A,215
Y,Product B ,03/07/2016,0,0,#DIV/0!,0,0,N/A,215
W,Product A,04/07/2016,8,8,541.08,4328.65,1,541.08,216
X,Product A,04/07/2016,8,8,541.08,4328.65,1,541.08,216
Y,Product A,04/07/2016,0,0,#DIV/0!,0,0,N/A,216
Z,Product A,04/07/2016,0,0,#DIV/0!,0,0,N/A,216
W,Product B,04/07/2016,0,0,#DIV/0!,0,0,N/A,216
X,Product B,04/07/2016,0,0,#DIV/0!,0,0,N/A,216
Z,Product B,04/07/2016,0,0,#DIV/0!,0,0,N/A,216
Y,Product B ,04/07/2016,0,0,#DIV/0!,0,0,N/A,216
W,Product A,05/07/2016,11,11,673.51,7408.62,1,673.51,217
X,Product A,05/07/2016,11,11,673.51,7408.62,1,673.51,217
Y,Product A,05/07/2016,0,0,#DIV/0!,0,0,N/A,217
Z,Product A,05/07/2016,0,0,#DIV/0!,0,0,N/A,217
W,Product B,05/07/2016,0,0,#DIV/0!,0,0,N/A,217
X,Product B,05/07/2016,0,0,#DIV/0!,0,0,N/A,217
Z,Product B,05/07/2016,0,0,#DIV/0!,0,0,N/A,217
Y,Product B ,05/07/2016,0,0,#DIV/0!,0,0,N/A,217
W,Product A,06/07/2016,2,2,827.92,1655.84,1,827.92,218
X,Product A,06/07/2016,2,2,827.92,1655.84,1,827.92,218
Y,Product A,06/07/2016,0,0,#DIV/0!,0,0,N/A,218
Z,Product A,06/07/2016,0,0,#DIV/0!,0,0,N/A,218
W,Product B,06/07/2016,0,0,#DIV/0!,0,0,N/A,218
X,Product B,06/07/2016,0,0,#DIV/0!,0,0,N/A,218
Z,Product B,06/07/2016,0,0,#DIV/0!,0,0,N/A,218
Y,Product B ,06/07/2016,0,0,#DIV/0!,0,0,N/A,218
W,Product A,07/07/2016,3,3,867.42,2602.26,1,867.42,219
X,Product A,07/07/2016,3,3,867.42,2602.26,1,867.42,219
Y,Product A,07/07/2016,0,0,#DIV/0!,0,0,N/A,219
Z,Product A,07/07/2016,0,0,#DIV/0!,0,0,N/A,219
W,Product B,07/07/2016,0,0,#DIV/0!,0,0,N/A,219
X,Product B,07/07/2016,0,0,#DIV/0!,0,0,N/A,219
Z,Product B,07/07/2016,0,0,#DIV/0!,0,0,N/A,219
Y,Product B ,07/07/2016,0,0,#DIV/0!,0,0,N/A,219
W,Product A,08/07/2016,3,3,731.96,2195.88,1,731.96,220
X,Product A,08/07/2016,3,3,731.96,2195.88,1,731.96,220
Y,Product A,08/07/2016,0,0,#DIV/0!,0,0,N/A,220
Z,Product A,08/07/2016,0,0,#DIV/0!,0,0,N/A,220
W,Product B,08/07/2016,0,0,#DIV/0!,0,0,N/A,220
X,Product B,08/07/2016,0,0,#DIV/0!,0,0,N/A,220
Z,Product B,08/07/2016,0,0,#DIV/0!,0,0,N/A,220
Y,Product B ,08/07/2016,0,0,#DIV/0!,0,0,N/A,220
W,Product A,09/07/2016,2,2,827.92,1655.84,1,827.92,221
X,Product A,09/07/2016,1,1,867.42,867.42,1,867.42,221
Y,Product A,09/07/2016,0,0,#DIV/0!,0,0,N/A,221
Z,Product A,09/07/2016,0,0,#DIV/0!,0,0,N/A,221
W,Product B,09/07/2016,0,0,#DIV/0!,0,0,N/A,221
X,Product B,09/07/2016,0,0,#DIV/0!,0,0,N/A,221
Z,Product B,09/07/2016,0,0,#DIV/0!,0,0,N/A,221
Y,Product B ,09/07/2016,0,0,#DIV/0!,0,0,N/A,221
W,Product A,10/07/2016,2,2,684.02,1368.04,1,684.02,222
X,Product A,10/07/2016,2,2,684.02,1368.04,1,684.02,222
Y,Product A,10/07/2016,0,0,#DIV/0!,0,0,N/A,222
Z,Product A,10/07/2016,0,0,#DIV/0!,0,0,N/A,222
W,Product B,10/07/2016,0,0,#DIV/0!,0,0,N/A,222
X,Product B,10/07/2016,0,0,#DIV/0!,0,0,N/A,222
Z,Product B,10/07/2016,0,0,#DIV/0!,0,0,N/A,222
Y,Product B ,10/07/2016,0,0,#DIV/0!,0,0,N/A,222
W,Product A,11/07/2016,4,4,769.84,3079.34,1,769.84,223
X,Product A,11/07/2016,3,3,780.68,2342.03,1,780.68,223
Y,Product A,11/07/2016,0,0,#DIV/0!,0,0,N/A,223
Z,Product A,11/07/2016,0,0,#DIV/0!,0,0,N/A,223
W,Product B,11/07/2016,0,0,#DIV/0!,0,0,N/A,223
X,Product B,11/07/2016,0,0,#DIV/0!,0,0,N/A,223
Z,Product B,11/07/2016,0,0,#DIV/0!,0,0,N/A,223
Y,Product B ,11/07/2016,0,0,#DIV/0!,0,0,N/A,223
W,Product A,12/07/2016,0,0,#DIV/0!,0,0,N/A,224
X,Product A,12/07/2016,0,0,#DIV/0!,0,0,N/A,224
Y,Product A,12/07/2016,0,0,#DIV/0!,0,0,N/A,224
Z,Product A,12/07/2016,0,0,#DIV/0!,0,0,N/A,224
W,Product B,12/07/2016,0,0,#DIV/0!,0,0,N/A,224
X,Product B,12/07/2016,0,0,#DIV/0!,0,0,N/A,224
Z,Product B,12/07/2016,0,0,#DIV/0!,0,0,N/A,224
Y,Product B ,12/07/2016,0,0,#DIV/0!,0,0,N/A,224
W,Product A,13/07/2016,5,5,809.8,4048.99,1,809.8,225
X,Product A,13/07/2016,5,5,809.8,4048.99,1,809.8,225
Y,Product A,13/07/2016,0,0,#DIV/0!,0,0,N/A,225
Z,Product A,13/07/2016,0,0,#DIV/0!,0,0,N/A,225
W,Product B,13/07/2016,0,0,#DIV/0!,0,0,N/A,225
X,Product B,13/07/2016,0,0,#DIV/0!,0,0,N/A,225
Z,Product B,13/07/2016,0,0,#DIV/0!,0,0,N/A,225
Y,Product B ,13/07/2016,0,0,#DIV/0!,0,0,N/A,225
W,Product A,14/07/2016,3,3,731.96,2195.88,1,731.96,226
X,Product A,14/07/2016,2,2,729.29,1458.58,1,729.29,226
Y,Product A,14/07/2016,0,0,#DIV/0!,0,0,N/A,226
Z,Product A,14/07/2016,0,0,#DIV/0!,0,0,N/A,226
W,Product B,14/07/2016,0,0,#DIV/0!,0,0,N/A,226
X,Product B,14/07/2016,0,0,#DIV/0!,0,0,N/A,226
Z,Product B,14/07/2016,0,0,#DIV/0!,0,0,N/A,226
Y,Product B ,14/07/2016,0,0,#DIV/0!,0,0,N/A,226
W,Product A,15/07/2016,1,1,737.31,737.31,1,737.31,227
X,Product A,15/07/2016,1,1,737.31,737.31,1,737.31,227
Y,Product A,15/07/2016,0,0,#DIV/0!,0,0,N/A,227
Z,Product A,15/07/2016,0,0,#DIV/0!,0,0,N/A,227
W,Product B,15/07/2016,0,0,#DIV/0!,0,0,N/A,227
X,Product B,15/07/2016,0,0,#DIV/0!,0,0,N/A,227
Z,Product B,15/07/2016,0,0,#DIV/0!,0,0,N/A,227
Y,Product B ,15/07/2016,0,0,#DIV/0!,0,0,N/A,227
W,Product A,16/07/2016,1,1,788.42,788.42,1,788.42,228
X,Product A,16/07/2016,1,1,788.42,788.42,1,788.42,228
Y,Product A,16/07/2016,0,0,#DIV/0!,0,0,N/A,228
Z,Product A,16/07/2016,0,0,#DIV/0!,0,0,N/A,228
W,Product B,16/07/2016,0,0,#DIV/0!,0,0,N/A,228
X,Product B,16/07/2016,0,0,#DIV/0!,0,0,N/A,228
Z,Product B,16/07/2016,0,0,#DIV/0!,0,0,N/A,228
Y,Product B ,16/07/2016,0,0,#DIV/0!,0,0,N/A,228
W,Product A,17/07/2016,3,3,737.31,2211.92,1,737.31,229
X,Product A,17/07/2016,2,2,737.31,1474.61,1,737.31,229
Y,Product A,17/07/2016,0,0,#DIV/0!,0,0,N/A,229
Z,Product A,17/07/2016,0,0,#DIV/0!,0,0,N/A,229
W,Product B,17/07/2016,0,0,#DIV/0!,0,0,N/A,229
X,Product B,17/07/2016,0,0,#DIV/0!,0,0,N/A,229
Z,Product B,17/07/2016,0,0,#DIV/0!,0,0,N/A,229
Y,Product B ,17/07/2016,0,0,#DIV/0!,0,0,N/A,229
W,Product A,18/07/2016,4,4,827.92,3311.68,1,827.92,230
X,Product A,18/07/2016,4,4,827.92,3311.68,1,827.92,230
Y,Product A,18/07/2016,0,0,#DIV/0!,0,0,N/A,230
Z,Product A,18/07/2016,0,0,#DIV/0!,0,0,N/A,230
W,Product B,18/07/2016,0,0,#DIV/0!,0,0,N/A,230
X,Product B,18/07/2016,0,0,#DIV/0!,0,0,N/A,230
Z,Product B,18/07/2016,0,0,#DIV/0!,0,0,N/A,230
Y,Product B ,18/07/2016,0,0,#DIV/0!,0,0,N/A,230
W,Product A,19/07/2016,4,4,771.77,3087.08,1,771.77,231
X,Product A,19/07/2016,4,4,771.77,3087.08,1,771.77,231
Y,Product A,19/07/2016,0,0,#DIV/0!,0,0,N/A,231
Z,Product A,19/07/2016,0,0,#DIV/0!,0,0,N/A,231
W,Product B,19/07/2016,0,0,#DIV/0!,0,0,N/A,231
X,Product B,19/07/2016,0,0,#DIV/0!,0,0,N/A,231
Z,Product B,19/07/2016,0,0,#DIV/0!,0,0,N/A,231
Y,Product B ,19/07/2016,0,0,#DIV/0!,0,0,N/A,231
W,Product A,20/07/2016,1,1,867.42,867.42,1,867.42,232
X,Product A,20/07/2016,1,1,867.42,867.42,1,867.42,232
Y,Product A,20/07/2016,0,0,#DIV/0!,0,0,N/A,232
Z,Product A,20/07/2016,0,0,#DIV/0!,0,0,N/A,232
W,Product B,20/07/2016,0,0,#DIV/0!,0,0,N/A,232
X,Product B,20/07/2016,0,0,#DIV/0!,0,0,N/A,232
Z,Product B,20/07/2016,0,0,#DIV/0!,0,0,N/A,232
Y,Product B ,20/07/2016,0,0,#DIV/0!,0,0,N/A,232
W,Product A,21/07/2016,1,1,867.42,867.42,1,867.42,233
X,Product A,21/07/2016,1,1,867.42,867.42,1,867.42,233
Y,Product A,21/07/2016,0,0,#DIV/0!,0,0,N/A,233
Z,Product A,21/07/2016,0,0,#DIV/0!,0,0,N/A,233
W,Product B,21/07/2016,0,0,#DIV/0!,0,0,N/A,233
X,Product B,21/07/2016,0,0,#DIV/0!,0,0,N/A,233
Z,Product B,21/07/2016,0,0,#DIV/0!,0,0,N/A,233
Y,Product B ,21/07/2016,0,0,#DIV/0!,0,0,N/A,233
W,Product A,22/07/2016,3,3,814.75,2444.26,1,814.75,234
X,Product A,22/07/2016,2,2,827.92,1655.84,1,827.92,234
Y,Product A,22/07/2016,0,0,#DIV/0!,0,0,N/A,234
Z,Product A,22/07/2016,0,0,#DIV/0!,0,0,N/A,234
W,Product B,22/07/2016,0,0,#DIV/0!,0,0,N/A,234
X,Product B,22/07/2016,0,0,#DIV/0!,0,0,N/A,234
Z,Product B,22/07/2016,0,0,#DIV/0!,0,0,N/A,234
Y,Product B ,22/07/2016,0,0,#DIV/0!,0,0,N/A,234
W,Product A,23/07/2016,2,2,762.86,1525.73,1,762.86,235
X,Product A,23/07/2016,1,1,737.31,737.31,1,737.31,235
Y,Product A,23/07/2016,0,0,#DIV/0!,0,0,N/A,235
Z,Product A,23/07/2016,0,0,#DIV/0!,0,0,N/A,235
W,Product B,23/07/2016,0,0,#DIV/0!,0,0,N/A,235
X,Product B,23/07/2016,0,0,#DIV/0!,0,0,N/A,235
Z,Product B,23/07/2016,0,0,#DIV/0!,0,0,N/A,235
Y,Product B ,23/07/2016,0,0,#DIV/0!,0,0,N/A,235
W,Product A,24/07/2016,4,4,847.67,3390.68,1,847.67,236
X,Product A,24/07/2016,3,3,841.09,2523.26,1,841.09,236
Y,Product A,24/07/2016,0,0,#DIV/0!,0,0,N/A,236
Z,Product A,24/07/2016,0,0,#DIV/0!,0,0,N/A,236
W,Product B,24/07/2016,0,0,#DIV/0!,0,0,N/A,236
X,Product B,24/07/2016,0,0,#DIV/0!,0,0,N/A,236
Z,Product B,24/07/2016,0,0,#DIV/0!,0,0,N/A,236
Y,Product B ,24/07/2016,0,0,#DIV/0!,0,0,N/A,236
W,Product A,25/07/2016,3,3,814.75,2444.26,1,814.75,237
X,Product A,25/07/2016,3,3,814.75,2444.26,1,814.75,237
Y,Product A,25/07/2016,0,0,#DIV/0!,0,0,N/A,237
Z,Product A,25/07/2016,0,0,#DIV/0!,0,0,N/A,237
W,Product B,25/07/2016,0,0,#DIV/0!,0,0,N/A,237
X,Product B,25/07/2016,0,0,#DIV/0!,0,0,N/A,237
Z,Product B,25/07/2016,0,0,#DIV/0!,0,0,N/A,237
Y,Product B ,25/07/2016,0,0,#DIV/0!,0,0,N/A,237
