Segment,Product,Date,Quantity,Unique Purchases,Avg. Price,Product Revenue,Avg. QTY,Redistributed Price,Days since Day 1
Y,Product A,01/02/2017,1,1,518.71,518.71,1,518.71,428
Z,Product A,01/02/2017,1,1,518.71,518.71,1,518.71,428
W,Product B,01/02/2017,0,0,#DIV/0!,0,0,N/A,428
X,Product B,01/02/2017,0,0,#DIV/0!,0,0,N/A,428
Z,Product B,01/02/2017,0,0,#DIV/0!,0,0,N/A,428
Y,Product B ,01/02/2017,0,0,#DIV/0!,0,0,N/A,428
W,Product A,02/02/2017,2,2,741.02,1482.04,1,741.02,429
X,Product A,02/02/2017,2,2,741.02,1482.04,1,741.02,429
W,Product B,02/02/2017,1,1,946.42,946.42,1,946.42,429
Y,Product B ,02/02/2017,1,1,946.42,946.42,1,946.42,429
Y,Product A,02/02/2017,0,0,#DIV/0!,0,0,N/A,429
Z,Product A,02/02/2017,0,0,#DIV/0!,0,0,N/A,429
X,Product B,02/02/2017,0,0,#DIV/0!,0,0,N/A,429
Z,Product B,02/02/2017,0,0,#DIV/0!,0,0,N/A,429
W,Product A,03/02/2017,2,2,693.62,1387.24,1,693.62,430
X,Product A,03/02/2017,2,2,693.62,1387.24,1,693.62,430
Y,Product A,03/02/2017,0,0,#DIV/0!,0,0,N/A,430
Z,Product A,03/02/2017,0,0,#DIV/0!,0,0,N/A,430
W,Product B,03/02/2017,0,0,#DIV/0!,0,0,N/A,430
X,Product B,03/02/2017,0,0,#DIV/0!,0,0,N/A,430
Z,Product B,03/02/2017,0,0,#DIV/0!,0,0,N/A,430
Y,Product B ,03/02/2017,0,0,#DIV/0!,0,0,N/A,430
W,Product A,04/02/2017,3,3,615.35,1846.06,1,615.35,431
X,Product A,04/02/2017,3,3,615.35,1846.06,1,615.35,431
Y,Product A,04/02/2017,1,1,741.02,741.02,1,741.02,431
Z,Product A,04/02/2017,1,1,741.02,741.02,1,741.02,431
W,Product B,04/02/2017,0,0,#DIV/0!,0,0,N/A,431
X,Product B,04/02/2017,0,0,#DIV/0!,0,0,N/A,431
Z,Product B,04/02/2017,0,0,#DIV/0!,0,0,N/A,431
Y,Product B ,04/02/2017,0,0,#DIV/0!,0,0,N/A,431
W,Product A,05/02/2017,7,7,590.53,4133.68,1,590.53,432
X,Product A,05/02/2017,7,7,590.53,4133.68,1,590.53,432
Y,Product A,05/02/2017,3,3,581.6,1744.79,1,581.6,432
Z,Product A,05/02/2017,3,3,581.6,1744.79,1,581.6,432
W,Product B,05/02/2017,1,1,946.42,946.42,1,946.42,432
Y,Product B ,05/02/2017,1,1,946.42,946.42,1,946.42,432
X,Product B,05/02/2017,0,0,#DIV/0!,0,0,N/A,432
Z,Product B,05/02/2017,0,0,#DIV/0!,0,0,N/A,432
W,Product A,06/02/2017,4,4,645.15,2580.61,1,645.15,433
X,Product A,06/02/2017,3,3,677.11,2031.33,1,677.11,433
Y,Product A,06/02/2017,1,1,741.02,741.02,1,741.02,433
Z,Product A,06/02/2017,1,1,741.02,741.02,1,741.02,433
W,Product B,06/02/2017,1,1,804.46,804.46,1,804.46,433
Y,Product B ,06/02/2017,1,1,804.46,804.46,1,804.46,433
X,Product B,06/02/2017,0,0,#DIV/0!,0,0,N/A,433
Z,Product B,06/02/2017,0,0,#DIV/0!,0,0,N/A,433
W,Product A,07/02/2017,8,8,681.5,5452.03,1,681.5,434
X,Product A,07/02/2017,8,8,681.5,5452.03,1,681.5,434
W,Product B,07/02/2017,2,2,804.46,1608.91,1,804.46,434
Y,Product A,07/02/2017,1,1,646.22,646.22,1,646.22,434
Z,Product A,07/02/2017,1,1,646.22,646.22,1,646.22,434
Y,Product B ,07/02/2017,1,1,804.46,804.46,1,804.46,434
X,Product B,07/02/2017,0,0,#DIV/0!,0,0,N/A,434
Z,Product B,07/02/2017,0,0,#DIV/0!,0,0,N/A,434
W,Product A,08/02/2017,3,3,645.51,1936.53,1,645.51,435
X,Product A,08/02/2017,3,3,645.51,1936.53,1,645.51,435
W,Product B,08/02/2017,2,2,946.42,1892.84,1,946.42,435
Y,Product B ,08/02/2017,2,2,946.42,1892.84,1,946.42,435
Y,Product A,08/02/2017,1,1,741.02,741.02,1,741.02,435
Z,Product A,08/02/2017,1,1,741.02,741.02,1,741.02,435
X,Product B,08/02/2017,1,1,946.42,946.42,1,946.42,435
Z,Product B,08/02/2017,1,1,946.42,946.42,1,946.42,435
W,Product A,09/02/2017,3,3,640.24,1920.73,1,640.24,436
X,Product A,09/02/2017,3,3,640.24,1920.73,1,640.24,436
W,Product B,09/02/2017,2,2,875.44,1750.88,1,875.44,436
Y,Product B ,09/02/2017,2,2,875.44,1750.88,1,875.44,436
Y,Product A,09/02/2017,0,0,#DIV/0!,0,0,N/A,436
Z,Product A,09/02/2017,0,0,#DIV/0!,0,0,N/A,436
X,Product B,09/02/2017,0,0,#DIV/0!,0,0,N/A,436
Z,Product B,09/02/2017,0,0,#DIV/0!,0,0,N/A,436
W,Product A,10/02/2017,7,7,586.27,4103.89,1,586.27,437
X,Product A,10/02/2017,3,3,516.98,1550.93,1,516.98,437
Y,Product A,10/02/2017,2,2,549.29,1098.57,1,549.29,437
Z,Product A,10/02/2017,2,2,549.29,1098.57,1,549.29,437
W,Product B,10/02/2017,1,1,662.49,662.49,1,662.49,437
Y,Product B ,10/02/2017,1,1,662.49,662.49,1,662.49,437
X,Product B,10/02/2017,0,0,#DIV/0!,0,0,N/A,437
Z,Product B,10/02/2017,0,0,#DIV/0!,0,0,N/A,437
W,Product A,11/02/2017,6,6,605.96,3635.74,1,605.96,438
X,Product A,11/02/2017,6,6,605.96,3635.74,1,605.96,438
Y,Product A,11/02/2017,3,3,630.31,1890.94,1,630.31,438
Z,Product A,11/02/2017,3,3,630.31,1890.94,1,630.31,438
W,Product B,11/02/2017,2,2,875.44,1750.88,1,875.44,438
Y,Product B ,11/02/2017,2,2,875.44,1750.88,1,875.44,438
X,Product B,11/02/2017,0,0,#DIV/0!,0,0,N/A,438
Z,Product B,11/02/2017,0,0,#DIV/0!,0,0,N/A,438
W,Product A,12/02/2017,4,4,634.29,2537.16,1,634.29,439
X,Product A,12/02/2017,4,4,634.29,2537.16,1,634.29,439
Y,Product A,12/02/2017,2,2,685.72,1371.44,1,685.72,439
Z,Product A,12/02/2017,2,2,685.72,1371.44,1,685.72,439
W,Product B,12/02/2017,0,0,#DIV/0!,0,0,N/A,439
X,Product B,12/02/2017,0,0,#DIV/0!,0,0,N/A,439
Z,Product B,12/02/2017,0,0,#DIV/0!,0,0,N/A,439
Y,Product B ,12/02/2017,0,0,#DIV/0!,0,0,N/A,439
W,Product A,13/02/2017,5,5,654.85,3274.23,1,654.85,440
X,Product A,13/02/2017,4,4,705.47,2821.88,1,705.47,440
Y,Product A,13/02/2017,0,0,#DIV/0!,0,0,N/A,440
Z,Product A,13/02/2017,0,0,#DIV/0!,0,0,N/A,440
W,Product B,13/02/2017,0,0,#DIV/0!,0,0,N/A,440
X,Product B,13/02/2017,0,0,#DIV/0!,0,0,N/A,440
Z,Product B,13/02/2017,0,0,#DIV/0!,0,0,N/A,440
Y,Product B ,13/02/2017,0,0,#DIV/0!,0,0,N/A,440
W,Product A,14/02/2017,5,5,628.35,3141.75,1,628.35,441
X,Product A,14/02/2017,5,5,628.35,3141.75,1,628.35,441
Y,Product A,14/02/2017,0,0,#DIV/0!,0,0,N/A,441
Z,Product A,14/02/2017,0,0,#DIV/0!,0,0,N/A,441
W,Product B,14/02/2017,0,0,#DIV/0!,0,0,N/A,441
X,Product B,14/02/2017,0,0,#DIV/0!,0,0,N/A,441
Z,Product B,14/02/2017,0,0,#DIV/0!,0,0,N/A,441
Y,Product B ,14/02/2017,0,0,#DIV/0!,0,0,N/A,441
W,Product A,15/02/2017,4,4,670.83,2683.31,1,670.83,442
X,Product A,15/02/2017,4,4,670.83,2683.31,1,670.83,442
Y,Product A,15/02/2017,0,0,#DIV/0!,0,0,N/A,442
Z,Product A,15/02/2017,0,0,#DIV/0!,0,0,N/A,442
W,Product B,15/02/2017,0,0,#DIV/0!,0,0,N/A,442
X,Product B,15/02/2017,0,0,#DIV/0!,0,0,N/A,442
Z,Product B,15/02/2017,0,0,#DIV/0!,0,0,N/A,442
Y,Product B ,15/02/2017,0,0,#DIV/0!,0,0,N/A,442
W,Product A,16/02/2017,4,4,705.47,2821.88,1,705.47,443
X,Product A,16/02/2017,3,3,698.89,2096.66,1,698.89,443
W,Product B,16/02/2017,3,3,946.42,2839.26,1,946.42,443
Y,Product B ,16/02/2017,3,3,946.42,2839.26,1,946.42,443
X,Product B,16/02/2017,1,1,946.42,946.42,1,946.42,443
Z,Product B,16/02/2017,1,1,946.42,946.42,1,946.42,443
Y,Product A,16/02/2017,0,0,#DIV/0!,0,0,N/A,443
Z,Product A,16/02/2017,0,0,#DIV/0!,0,0,N/A,443
W,Product A,17/02/2017,5,5,658.43,3292.17,1,658.43,444
X,Product A,17/02/2017,5,5,658.43,3292.17,1,658.43,444
Y,Product A,17/02/2017,0,0,#DIV/0!,0,0,N/A,444
Z,Product A,17/02/2017,0,0,#DIV/0!,0,0,N/A,444
W,Product B,17/02/2017,0,0,#DIV/0!,0,0,N/A,444
X,Product B,17/02/2017,0,0,#DIV/0!,0,0,N/A,444
Z,Product B,17/02/2017,0,0,#DIV/0!,0,0,N/A,444
Y,Product B ,17/02/2017,0,0,#DIV/0!,0,0,N/A,444
W,Product A,18/02/2017,5,5,656.06,3280.32,1,656.06,445
X,Product A,18/02/2017,5,5,656.06,3280.32,1,656.06,445
Y,Product A,18/02/2017,1,1,646.22,646.22,1,646.22,445
Z,Product A,18/02/2017,1,1,646.22,646.22,1,646.22,445
W,Product B,18/02/2017,0,0,#DIV/0!,0,0,N/A,445
X,Product B,18/02/2017,0,0,#DIV/0!,0,0,N/A,445
Z,Product B,18/02/2017,0,0,#DIV/0!,0,0,N/A,445
Y,Product B ,18/02/2017,0,0,#DIV/0!,0,0,N/A,445
W,Product A,19/02/2017,8,8,683.48,5467.83,1,683.48,446
X,Product A,19/02/2017,8,8,683.48,5467.83,1,683.48,446
Y,Product A,19/02/2017,2,2,725.22,1450.44,1,725.22,446
Z,Product A,19/02/2017,2,2,725.22,1450.44,1,725.22,446
W,Product B,19/02/2017,1,1,946.42,946.42,1,946.42,446
X,Product B,19/02/2017,1,1,946.42,946.42,1,946.42,446
Z,Product B,19/02/2017,1,1,946.42,946.42,1,946.42,446
Y,Product B ,19/02/2017,1,1,946.42,946.42,1,946.42,446
W,Product A,20/02/2017,5,5,619.66,3098.3,1,619.66,447
X,Product A,20/02/2017,3,3,607.93,1823.79,1,607.93,447
W,Product B,20/02/2017,3,3,946.42,2839.26,1,946.42,447
Y,Product B ,20/02/2017,3,3,946.42,2839.26,1,946.42,447
Y,Product A,20/02/2017,2,2,637.25,1274.51,1,637.25,447
Z,Product A,20/02/2017,2,2,637.25,1274.51,1,637.25,447
X,Product B,20/02/2017,0,0,#DIV/0!,0,0,N/A,447
Z,Product B,20/02/2017,0,0,#DIV/0!,0,0,N/A,447
W,Product B,21/02/2017,6,5,1078.92,5394.59,1.2,899.1,448
Y,Product B ,21/02/2017,6,5,1078.92,5394.59,1.2,899.1,448
W,Product A,21/02/2017,5,5,614.92,3074.6,1,614.92,448
X,Product A,21/02/2017,5,5,614.92,3074.6,1,614.92,448
Y,Product A,21/02/2017,1,1,549.29,549.29,1,549.29,448
Z,Product A,21/02/2017,1,1,549.29,549.29,1,549.29,448
X,Product B,21/02/2017,1,1,946.42,946.42,1,946.42,448
Z,Product B,21/02/2017,1,1,946.42,946.42,1,946.42,448
W,Product B,22/02/2017,5,5,930.62,4653.1,1,930.62,449
Y,Product B ,22/02/2017,5,5,930.62,4653.1,1,930.62,449
W,Product A,22/02/2017,3,3,672.55,2017.66,1,672.55,449
X,Product A,22/02/2017,3,3,672.55,2017.66,1,672.55,449
Y,Product A,22/02/2017,0,0,#DIV/0!,0,0,N/A,449
Z,Product A,22/02/2017,0,0,#DIV/0!,0,0,N/A,449
X,Product B,22/02/2017,0,0,#DIV/0!,0,0,N/A,449
Z,Product B,22/02/2017,0,0,#DIV/0!,0,0,N/A,449
W,Product A,23/02/2017,6,6,707.09,4242.54,1,707.09,450
X,Product A,23/02/2017,6,6,707.09,4242.54,1,707.09,450
W,Product B,23/02/2017,2,2,946.42,1892.84,1,946.42,450
Y,Product B ,23/02/2017,2,2,946.42,1892.84,1,946.42,450
Y,Product A,23/02/2017,1,1,725.22,725.22,1,725.22,450
Z,Product A,23/02/2017,1,1,725.22,725.22,1,725.22,450
X,Product B,23/02/2017,1,1,946.42,946.42,1,946.42,450
Z,Product B,23/02/2017,1,1,946.42,946.42,1,946.42,450
W,Product A,24/02/2017,4,4,705.47,2821.88,1,705.47,451
X,Product A,24/02/2017,4,4,705.47,2821.88,1,705.47,451
W,Product B,24/02/2017,3,3,946.42,2839.26,1,946.42,451
Y,Product B ,24/02/2017,2,2,946.42,1892.84,1,946.42,451
Y,Product A,24/02/2017,1,1,725.22,725.22,1,725.22,451
Z,Product A,24/02/2017,1,1,725.22,725.22,1,725.22,451
X,Product B,24/02/2017,0,0,#DIV/0!,0,0,N/A,451
Z,Product B,24/02/2017,0,0,#DIV/0!,0,0,N/A,451
W,Product A,25/02/2017,6,6,662.63,3975.75,1,662.63,452
X,Product A,25/02/2017,6,6,662.63,3975.75,1,662.63,452
W,Product B,25/02/2017,5,5,930.62,4653.1,1,930.62,452
Y,Product B ,25/02/2017,4,4,946.42,3785.68,1,946.42,452
Y,Product A,25/02/2017,3,3,662.63,1987.88,1,662.63,452
Z,Product A,25/02/2017,3,3,662.63,1987.88,1,662.63,452
X,Product B,25/02/2017,1,1,946.42,946.42,1,946.42,452
Z,Product B,25/02/2017,1,1,946.42,946.42,1,946.42,452
W,Product B,26/02/2017,8,8,918.8,7350.4,1,918.8,453
Y,Product B ,26/02/2017,6,6,909.59,5457.56,1,909.59,453
W,Product A,26/02/2017,5,5,681.71,3408.53,1,681.71,453
X,Product A,26/02/2017,5,5,681.71,3408.53,1,681.71,453
Y,Product A,26/02/2017,2,2,670.83,1341.66,1,670.83,453
Z,Product A,26/02/2017,2,2,670.83,1341.66,1,670.83,453
X,Product B,26/02/2017,0,0,#DIV/0!,0,0,N/A,453
Z,Product B,26/02/2017,0,0,#DIV/0!,0,0,N/A,453
W,Product A,27/02/2017,7,7,657.72,4604.04,1,657.72,454
X,Product A,27/02/2017,7,7,657.72,4604.04,1,657.72,454
W,Product B,27/02/2017,5,5,914.82,4574.1,1,914.82,454
Y,Product B ,27/02/2017,5,5,914.82,4574.1,1,914.82,454
Y,Product A,27/02/2017,2,2,637.25,1274.51,1,637.25,454
Z,Product A,27/02/2017,2,2,637.25,1274.51,1,637.25,454
X,Product B,27/02/2017,0,0,#DIV/0!,0,0,N/A,454
Z,Product B,27/02/2017,0,0,#DIV/0!,0,0,N/A,454
W,Product A,28/02/2017,8,8,654.8,5238.41,1,654.8,455
X,Product A,28/02/2017,7,7,644.74,4513.19,1,644.74,455
W,Product B,28/02/2017,5,5,902.23,4511.14,1,902.23,455
Y,Product B ,28/02/2017,5,5,902.23,4511.14,1,902.23,455
Y,Product A,28/02/2017,0,0,#DIV/0!,0,0,N/A,455
Z,Product A,28/02/2017,0,0,#DIV/0!,0,0,N/A,455
X,Product B,28/02/2017,0,0,#DIV/0!,0,0,N/A,455
Z,Product B,28/02/2017,0,0,#DIV/0!,0,0,N/A,455
W,Product A,01/03/2017,7,7,671.57,4700.97,1,671.57,456
X,Product A,01/03/2017,6,6,662.63,3975.75,1,662.63,456
W,Product B,01/03/2017,6,6,851.78,5110.67,1,851.78,456
Y,Product B ,01/03/2017,6,6,851.78,5110.67,1,851.78,456
Y,Product A,01/03/2017,1,1,616.44,616.44,1,616.44,456
Z,Product A,01/03/2017,1,1,616.44,616.44,1,616.44,456
X,Product B,01/03/2017,0,0,#DIV/0!,0,0,N/A,456
Z,Product B,01/03/2017,0,0,#DIV/0!,0,0,N/A,456
W,Product A,02/03/2017,4,4,651.08,2604.31,1,651.08,457
X,Product A,02/03/2017,4,4,651.08,2604.31,1,651.08,457
W,Product B,02/03/2017,4,4,946.42,3785.68,1,946.42,457
Y,Product B ,02/03/2017,4,4,946.42,3785.68,1,946.42,457
Y,Product A,02/03/2017,1,1,507.65,507.65,1,507.65,457
Z,Product A,02/03/2017,1,1,507.65,507.65,1,507.65,457
X,Product B,02/03/2017,0,0,#DIV/0!,0,0,N/A,457
Z,Product B,02/03/2017,0,0,#DIV/0!,0,0,N/A,457
W,Product A,03/03/2017,6,6,657.66,3945.97,1,657.66,458
X,Product A,03/03/2017,6,6,657.66,3945.97,1,657.66,458
W,Product B,03/03/2017,3,3,899.1,2697.3,1,899.1,458
Y,Product B ,03/03/2017,3,3,899.1,2697.3,1,899.1,458
Y,Product A,03/03/2017,1,1,725.22,725.22,1,725.22,458
Z,Product A,03/03/2017,1,1,725.22,725.22,1,725.22,458
X,Product B,03/03/2017,0,0,#DIV/0!,0,0,N/A,458
Z,Product B,03/03/2017,0,0,#DIV/0!,0,0,N/A,458
W,Product B,04/03/2017,5,3,1577.37,4732.1,1.67,946.42,459
W,Product A,04/03/2017,2,2,725.22,1450.44,1,725.22,459
X,Product A,04/03/2017,2,2,725.22,1450.44,1,725.22,459
Y,Product B ,04/03/2017,2,2,946.42,1892.84,1,946.42,459
Y,Product A,04/03/2017,0,0,#DIV/0!,0,0,N/A,459
Z,Product A,04/03/2017,0,0,#DIV/0!,0,0,N/A,459
X,Product B,04/03/2017,0,0,#DIV/0!,0,0,N/A,459
Z,Product B,04/03/2017,0,0,#DIV/0!,0,0,N/A,459
W,Product A,05/03/2017,5,5,658.43,3292.17,1,658.43,460
X,Product A,05/03/2017,3,3,698.89,2096.66,1,698.89,460
W,Product B,05/03/2017,2,2,946.42,1892.84,1,946.42,460
Y,Product B ,05/03/2017,2,2,946.42,1892.84,1,946.42,460
Y,Product A,05/03/2017,0,0,#DIV/0!,0,0,N/A,460
Z,Product A,05/03/2017,0,0,#DIV/0!,0,0,N/A,460
X,Product B,05/03/2017,0,0,#DIV/0!,0,0,N/A,460
Z,Product B,05/03/2017,0,0,#DIV/0!,0,0,N/A,460
W,Product A,06/03/2017,47,42,587.94,24693.5,1.12,525.39,461
X,Product A,06/03/2017,43,38,585.13,22235.02,1.13,517.09,461
Y,Product A,06/03/2017,6,6,614.62,3687.72,1,614.62,461
Z,Product A,06/03/2017,6,6,614.62,3687.72,1,614.62,461
W,Product B,06/03/2017,0,0,#DIV/0!,0,0,N/A,461
X,Product B,06/03/2017,0,0,#DIV/0!,0,0,N/A,461
Z,Product B,06/03/2017,0,0,#DIV/0!,0,0,N/A,461
Y,Product B ,06/03/2017,0,0,#DIV/0!,0,0,N/A,461
W,Product B,07/03/2017,3,3,851.78,2555.33,1,851.78,462
Y,Product B ,07/03/2017,2,2,804.46,1608.91,1,804.46,462
W,Product A,07/03/2017,1,1,504.02,504.02,1,504.02,462
X,Product A,07/03/2017,1,1,504.02,504.02,1,504.02,462
Y,Product A,07/03/2017,0,0,#DIV/0!,0,0,N/A,462
Z,Product A,07/03/2017,0,0,#DIV/0!,0,0,N/A,462
X,Product B,07/03/2017,0,0,#DIV/0!,0,0,N/A,462
Z,Product B,07/03/2017,0,0,#DIV/0!,0,0,N/A,462
W,Product A,08/03/2017,3,3,665.04,1995.13,1,665.04,463
X,Product A,08/03/2017,3,3,665.04,1995.13,1,665.04,463
W,Product B,08/03/2017,1,1,946.42,946.42,1,946.42,463
Y,Product B ,08/03/2017,1,1,946.42,946.42,1,946.42,463
Y,Product A,08/03/2017,0,0,#DIV/0!,0,0,N/A,463
Z,Product A,08/03/2017,0,0,#DIV/0!,0,0,N/A,463
X,Product B,08/03/2017,0,0,#DIV/0!,0,0,N/A,463
Z,Product B,08/03/2017,0,0,#DIV/0!,0,0,N/A,463
W,Product B,09/03/2017,8,8,910.93,7287.43,1,910.93,464
Y,Product B ,09/03/2017,8,8,910.93,7287.43,1,910.93,464
W,Product A,09/03/2017,4,4,705.47,2821.88,1,705.47,464
X,Product A,09/03/2017,3,3,698.89,2096.66,1,698.89,464
Y,Product A,09/03/2017,0,0,#DIV/0!,0,0,N/A,464
Z,Product A,09/03/2017,0,0,#DIV/0!,0,0,N/A,464
X,Product B,09/03/2017,0,0,#DIV/0!,0,0,N/A,464
Z,Product B,09/03/2017,0,0,#DIV/0!,0,0,N/A,464
W,Product A,10/03/2017,4,4,620.74,2482.97,1,620.74,465
X,Product A,10/03/2017,4,4,620.74,2482.97,1,620.74,465
W,Product B,10/03/2017,4,4,946.42,3785.68,1,946.42,465
Y,Product B ,10/03/2017,4,4,946.42,3785.68,1,946.42,465
Y,Product A,10/03/2017,1,1,580.18,580.18,1,580.18,465
Z,Product A,10/03/2017,1,1,580.18,580.18,1,580.18,465
X,Product B,10/03/2017,1,1,946.42,946.42,1,946.42,465
Z,Product B,10/03/2017,1,1,946.42,946.42,1,946.42,465
W,Product A,11/03/2017,3,3,607.93,1823.79,1,607.93,466
X,Product A,11/03/2017,2,2,549.29,1098.57,1,549.29,466
Y,Product A,11/03/2017,1,1,646.22,646.22,1,646.22,466
Z,Product A,11/03/2017,1,1,646.22,646.22,1,646.22,466
W,Product B,11/03/2017,1,1,946.42,946.42,1,946.42,466
Y,Product B ,11/03/2017,1,1,946.42,946.42,1,946.42,466
X,Product B,11/03/2017,0,0,#DIV/0!,0,0,N/A,466
Z,Product B,11/03/2017,0,0,#DIV/0!,0,0,N/A,466
W,Product B,12/03/2017,5,5,889.63,4448.17,1,889.63,467
Y,Product B ,12/03/2017,5,5,889.63,4448.17,1,889.63,467
W,Product A,12/03/2017,3,3,698.89,2096.66,1,698.89,467
X,Product A,12/03/2017,3,3,698.89,2096.66,1,698.89,467
Y,Product A,12/03/2017,2,2,725.22,1450.44,1,725.22,467
Z,Product A,12/03/2017,2,2,725.22,1450.44,1,725.22,467
X,Product B,12/03/2017,0,0,#DIV/0!,0,0,N/A,467
Z,Product B,12/03/2017,0,0,#DIV/0!,0,0,N/A,467
W,Product B,13/03/2017,6,6,875.44,5252.63,1,875.44,468
Y,Product B ,13/03/2017,6,6,875.44,5252.63,1,875.44,468
W,Product A,13/03/2017,4,4,637.25,2549.01,1,637.25,468
X,Product A,13/03/2017,4,4,637.25,2549.01,1,637.25,468
X,Product B,13/03/2017,1,1,804.46,804.46,1,804.46,468
Z,Product B,13/03/2017,1,1,804.46,804.46,1,804.46,468
Y,Product A,13/03/2017,0,0,#DIV/0!,0,0,N/A,468
Z,Product A,13/03/2017,0,0,#DIV/0!,0,0,N/A,468
W,Product B,14/03/2017,7,7,905.86,6341.01,1,905.86,469
Y,Product B ,14/03/2017,7,7,905.86,6341.01,1,905.86,469
W,Product A,14/03/2017,3,3,607.93,1823.79,1,607.93,469
X,Product A,14/03/2017,3,3,607.93,1823.79,1,607.93,469
Y,Product A,14/03/2017,0,0,#DIV/0!,0,0,N/A,469
Z,Product A,14/03/2017,0,0,#DIV/0!,0,0,N/A,469
X,Product B,14/03/2017,0,0,#DIV/0!,0,0,N/A,469
Z,Product B,14/03/2017,0,0,#DIV/0!,0,0,N/A,469
W,Product A,15/03/2017,6,6,653.41,3920.45,1,653.41,470
W,Product B,15/03/2017,6,6,891.21,5347.27,1,891.21,470
Y,Product B ,15/03/2017,6,6,891.21,5347.27,1,891.21,470
X,Product A,15/03/2017,5,5,674.23,3371.17,1,674.23,470
Y,Product A,15/03/2017,1,1,646.22,646.22,1,646.22,470
Z,Product A,15/03/2017,1,1,646.22,646.22,1,646.22,470
X,Product B,15/03/2017,0,0,#DIV/0!,0,0,N/A,470
Z,Product B,15/03/2017,0,0,#DIV/0!,0,0,N/A,470
W,Product A,16/03/2017,6,6,617.15,3702.89,1,617.15,471
X,Product A,16/03/2017,6,6,617.15,3702.89,1,617.15,471
W,Product B,16/03/2017,5,5,889.63,4448.17,1,889.63,471
Y,Product B ,16/03/2017,4,4,875.44,3501.75,1,875.44,471
Y,Product A,16/03/2017,3,3,630.31,1890.94,1,630.31,471
Z,Product A,16/03/2017,3,3,630.31,1890.94,1,630.31,471
X,Product B,16/03/2017,0,0,#DIV/0!,0,0,N/A,471
Z,Product B,16/03/2017,0,0,#DIV/0!,0,0,N/A,471
W,Product A,17/03/2017,3,3,603.98,1811.94,1,603.98,472
X,Product A,17/03/2017,3,3,603.98,1811.94,1,603.98,472
W,Product B,17/03/2017,3,3,899.1,2697.3,1,899.1,472
Y,Product B ,17/03/2017,3,3,899.1,2697.3,1,899.1,472
Y,Product A,17/03/2017,0,0,#DIV/0!,0,0,N/A,472
Z,Product A,17/03/2017,0,0,#DIV/0!,0,0,N/A,472
X,Product B,17/03/2017,0,0,#DIV/0!,0,0,N/A,472
Z,Product B,17/03/2017,0,0,#DIV/0!,0,0,N/A,472
W,Product A,18/03/2017,4,4,393.62,1574.47,1,393.62,473
X,Product A,18/03/2017,4,4,393.62,1574.47,1,393.62,473
Y,Product A,18/03/2017,1,1,452.35,452.35,1,452.35,473
Z,Product A,18/03/2017,1,1,452.35,452.35,1,452.35,473
W,Product B,18/03/2017,1,1,946.42,946.42,1,946.42,473
Y,Product B ,18/03/2017,1,1,946.42,946.42,1,946.42,473
X,Product B,18/03/2017,0,0,#DIV/0!,0,0,N/A,473
Z,Product B,18/03/2017,0,0,#DIV/0!,0,0,N/A,473
W,Product B,19/03/2017,2,2,804.46,1608.91,1,804.46,474
Y,Product B ,19/03/2017,2,2,804.46,1608.91,1,804.46,474
W,Product A,19/03/2017,1,1,646.22,646.22,1,646.22,474
X,Product A,19/03/2017,1,1,646.22,646.22,1,646.22,474
Y,Product A,19/03/2017,1,1,646.22,646.22,1,646.22,474
Z,Product A,19/03/2017,1,1,646.22,646.22,1,646.22,474
X,Product B,19/03/2017,0,0,#DIV/0!,0,0,N/A,474
Z,Product B,19/03/2017,0,0,#DIV/0!,0,0,N/A,474
W,Product B,20/03/2017,4,2,1466.95,2933.9,2,733.48,475
W,Product A,20/03/2017,4,4,549.8,2199.2,1,549.8,475
X,Product A,20/03/2017,4,4,549.8,2199.2,1,549.8,475
Y,Product B ,20/03/2017,3,1,1987.48,1987.48,3,662.49,475
Y,Product A,20/03/2017,1,1,23.54,23.54,1,23.54,475
Z,Product A,20/03/2017,1,1,23.54,23.54,1,23.54,475
X,Product B,20/03/2017,0,0,#DIV/0!,0,0,N/A,475
Z,Product B,20/03/2017,0,0,#DIV/0!,0,0,N/A,475
W,Product B,21/03/2017,5,5,889.63,4448.17,1,889.63,476
Y,Product B ,21/03/2017,5,5,889.63,4448.17,1,889.63,476
W,Product A,21/03/2017,2,2,725.22,1450.44,1,725.22,476
X,Product A,21/03/2017,2,2,725.22,1450.44,1,725.22,476
X,Product B,21/03/2017,1,1,804.46,804.46,1,804.46,476
Z,Product B,21/03/2017,1,1,804.46,804.46,1,804.46,476
Y,Product A,21/03/2017,0,0,#DIV/0!,0,0,N/A,476
Z,Product A,21/03/2017,0,0,#DIV/0!,0,0,N/A,476
W,Product A,22/03/2017,2,2,600.98,1201.97,1,600.98,477
X,Product A,22/03/2017,2,2,600.98,1201.97,1,600.98,477
W,Product B,22/03/2017,2,2,946.42,1892.84,1,946.42,477
Y,Product B ,22/03/2017,1,1,946.42,946.42,1,946.42,477
Y,Product A,22/03/2017,0,0,#DIV/0!,0,0,N/A,477
Z,Product A,22/03/2017,0,0,#DIV/0!,0,0,N/A,477
X,Product B,22/03/2017,0,0,#DIV/0!,0,0,N/A,477
Z,Product B,22/03/2017,0,0,#DIV/0!,0,0,N/A,477
W,Product A,23/03/2017,4,4,641.74,2566.95,1,641.74,478
X,Product A,23/03/2017,4,4,641.74,2566.95,1,641.74,478
